actors,awards,boxoffice,cntitle,country,doubanId,filetype,fileurl,genre,imdbid,movieid,omdbid,plot,poster,rating,runtime,source,timein,title,tmdbid,year
"Daniel Auteuil, Gérard Depardieu, André Dussollier, Roschdy Zem",2 wins & 10 nominations.,,36号总局,France,,,,"Action, Crime, Drama, Thriller",tt0390808,,,"2 cops are promised by the retiring chief of the Paris police that the one, getting the violent gang robbing armored trucks, will get his job. The 2 will do whatever it takes to get the promotion, even if it means breaking the law.",https://m.media-amazon.com/images/M/MV5BYzRkZmI4OWMtOTdjMS00NzNhLTk5ZmUtNDkwOTIzODZhZmZhXkEyXkFqcGdeQXVyMjkzMDQ1Njc@._V1_SX300.jpg,7.1,111,,,36th Precinct,,2004
"Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann",Nominated for 1 Oscar. Another 9 wins & 16 nominations.,,偷书贼,"USA, Germany",,,,"Drama, War",tt0816442,,,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.",https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,7.6,131,,,The Book Thief,,2013
"Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer",Won 3 Oscars. Another 7 wins & 14 nominations.,,安妮日记,USA,,,,"Biography, Drama, Family, History, War",tt0052738,,,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.4,180,,,The Diary Of Anne Frank,,1959
"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",Nominated for 4 Oscars. Another 33 wins & 80 nominations.,,菲洛梅娜,"UK, USA, France",,,,"Biography, Comedy, Drama",tt2431286,,,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_SX300.jpg,7.6,98,,,Philomena,,2013
"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter",Won 1 Oscar. Another 15 wins & 10 nominations.,135620.0,2001太空漫游,"UK, USA",,,,"Adventure, Sci-Fi",tt0062622,,,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,8.3,149,,,2001 A Space Odyssey,,1968
"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",Nominated for 1 Oscar. Another 11 wins & 52 nominations.,,头号玩家,"USA, India",,,,"Action, Adventure, Sci-Fi",tt1677720,,,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,7.5,140,,,Ready Player One,,2018
"Dev Patel, Saurabh Shukla, Anil Kapoor, Raj Zutshi",Won 8 Oscars. Another 147 wins & 131 nominations.,141243552.0,贫民窟的百万富翁,"UK, France, USA",,,,"Drama, Romance",tt1010048,,,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.0,120,,,Slumdog Millionaire,,2008
"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",Won 1 Oscar. Another 19 wins & 18 nominations.,,死亡诗社,USA,,,,"Comedy, Drama",tt0097165,,,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings. -Camilo Alarcón,https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.1,128,,,Dead Poets Society,,1989
"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon",Nominated for 2 Oscars. Another 30 wins & 76 nominations.,16162920.0,21克,USA,,,,"Crime, Drama, Thriller",tt0315733,,,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg,7.7,124,,,21 Grams,,2003
"Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy",Nominated for 3 Oscars. Another 4 wins & 11 nominations.,,战争游戏,USA,,,,"Action, Adventure, Drama, Sci-Fi, Thriller",tt0086567,,,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",https://m.media-amazon.com/images/M/MV5BMTMyMTE3OTk3NF5BMl5BanBnXkFtZTcwOTkwNDc3NA@@._V1_SX300.jpg,7.1,114,,,WarGames,,1983
"Fernando Fernán Gómez, Teresa Gimpera, Ana Torrent, Isabel Tellería",7 wins & 1 nomination.,,蜂巢的幽灵,Spain,,,,"Drama, Fantasy",tt0070040,,,"In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world.",https://m.media-amazon.com/images/M/MV5BYTNmNTZmYmQtZTA0Mi00OTRiLWI4MGEtMzIwMzQ0NjkzYzZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.9,98,,,The Spirit of the Beehive,,1973
"Jae-yeong Jeong, Ha-kyun Shin, Hye-jeong Kang, Ha-ryong Lim",4 wins & 9 nominations.,,欢迎来到东莫村,South Korea,,,,"Comedy, Drama, War",tt0475783,,,Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.,https://m.media-amazon.com/images/M/MV5BZjlkYWU1MzctYTdmMS00MDIyLTgyNGMtZmU1MjIwNjU0ZjY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,7.7,133,,,Battle Ground 625,,2005
"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd",3 wins & 4 nominations.,93500000.0,遗愿清单,USA,,,,"Comedy, Drama",tt0825232,,,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,https://m.media-amazon.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_SX300.jpg,7.4,97,,,The Bucket List,,2007
"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",Won 2 Oscars. Another 26 wins & 58 nominations.,,阿波罗十三号,USA,,,,"Adventure, Drama, History",tt0112384,,,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7.6,140,,,Apollo,,1995
"Reese Witherspoon, Laura Dern, Thomas Sadoski, Keene McRae",Nominated for 2 Oscars. Another 11 wins & 67 nominations.,24673716.0,涉足荒野,USA,,,,"Biography, Drama",tt2305051,,,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,https://m.media-amazon.com/images/M/MV5BMGMzZmYzYmUtNTJiYi00MjZjLTkyZmMtZGJhYWRlMDBkMDIyXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_SX300.jpg,7.1,115,,,Wild,,2014
"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer",Nominated for 2 Oscars. Another 3 wins & 7 nominations.,,小公主,USA,,,,"Drama, Family, Fantasy",tt0113670,,,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,https://m.media-amazon.com/images/M/MV5BZDQzMGE5ODYtZDdiNC00MzZjLTg2NjAtZTk0ODlkYmY4MTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.7,97,,,A Little Princess,,1995
"Jeremy Irons, Dev Patel, Malcolm Sinclair, Raghuvir Joshi",1 win & 1 nomination.,,知无涯者,"UK, USA, Singapore, Hong Kong, United Arab Emirates",,,,"Biography, Drama",tt0787524,,,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",https://m.media-amazon.com/images/M/MV5BMTU3Njg4MDM3OV5BMl5BanBnXkFtZTgwMjE5ODM3ODE@._V1_SX300.jpg,7.2,108,,,The Man Who Knew Infinity,,2015
Robert Redford,Nominated for 1 Oscar. Another 3 wins & 47 nominations.,4300353.0,一切尽失,USA,,,,"Action, Adventure, Drama",tt2017038,,,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg,6.9,106,,,All Is Lost,,2013
"Markku Peltola, Kati Outinen, Marko Haavisto, Ana Sofia Liaño",1 nomination.,,十分钟年华老去,"Spain, UK, Germany, Finland, China, USA, Japan, Canada",,,,Drama,tt0304808,,,"This series of vignettes offers ruminations on time, fate and other human mysteries, Each of the film's seven directors conjures a scenario that speaks to some facet of universal experience.",https://m.media-amazon.com/images/M/MV5BMTIwMjAxMzU2NV5BMl5BanBnXkFtZTcwODE0NTEzMQ@@._V1_SX300.jpg,7.3,92,,,Ten minutes older the trumpet,,2002
"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",Nominated for 1 Oscar. Another 10 wins & 37 nominations.,60962880.0,囚徒,USA,,,,"Crime, Drama, Mystery, Thriller",tt1392214,,,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,8.1,153,,,Prisoners,,2013
"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",5 wins & 2 nominations.,,这个男人来自地球,USA,,,,"Drama, Fantasy, Sci-Fi",tt0756683,,,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg,7.9,87,,,The Man From Earth,,2007
"Hayden Christensen, Andy Garcia, Rachel Bilson, Natalie Portman",1 nomination.,1600000.0,纽约我爱你,"USA, Bahrain",,,,"Comedy, Drama, Romance",tt0808399,,,"Eleven love stories set in one of the most loved and hated cities of the world, New York City.",https://m.media-amazon.com/images/M/MV5BMTI3NDYxOTM4OF5BMl5BanBnXkFtZTcwOTEwNTI4Mg@@._V1_SX300.jpg,6.2,103,,,New York I Love You,,2008
"Nicholas Barclay, Carey Gibson, Bryan Gibson, Beverly Dollarhide",Won 1 BAFTA Film Award. Another 11 wins & 31 nominations.,700000.0,冒充者,"UK, USA",,,,"Documentary, Biography, Crime, Drama, Thriller",tt1966604,,,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,https://m.media-amazon.com/images/M/MV5BN2RkOGI3NjAtMzllOC00MGQ3LWI4NDEtNTI4NGM0Nzg2ZGFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,99,,,The Imposter,,2012
"Cedric Hardwicke, Nicholas Hannen, Laurence Olivier, Ralph Richardson",Nominated for 1 Oscar. Another 9 wins & 2 nominations.,,理查三世,UK,,,,"Biography, Drama, History, War",tt0049674,,,"Shakespeare's powerful tale of the wicked deformed King and his conquests, both on the battlefield and in the boudoir.",https://m.media-amazon.com/images/M/MV5BNDk3ZTc0ZjAtMWZkMy00ZDM2LWFiMWItM2YzZTRjOTZmNGMwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,7.4,161,,,Richard III,,1955
"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",Nominated for 1 Oscar. Another 7 wins & 41 nominations.,2221809.0,爱的拐点,USA,,,,Drama,tt0935075,,,Life for a happy couple is turned upside down after their young son dies in an accident.,https://m.media-amazon.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX300.jpg,7.0,91,,,Rabbit Hole,,2010
"Juliette Binoche, Thierry Neuvic, Josef Bierbichler, Alexandre Hamidi",2 wins & 3 nominations.,,巴黎浮世绘,"France, Austria, Romania, Germany",,,,Drama,tt0216625,,,"A young man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event?",https://m.media-amazon.com/images/M/MV5BZWM1YzdkNjYtNTI4NS00ZTU1LTgxMzYtNDAzOGU2N2FhZDdlXkEyXkFqcGdeQXVyMjYyNzc4MQ@@._V1_SX300.jpg,7.2,118,,,Code Unknown,,2000
"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada",Nominated for 1 Oscar. Another 6 wins & 24 nominations.,15690103.0,追风筝的人,"USA, China, UK, Afghanistan",,,,Drama,tt0419887,,,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",https://m.media-amazon.com/images/M/MV5BOWM5Yzg4ODctM2ViMC00ZGEzLWI2YzEtZDYwY2E4YTBhYTY1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.6,128,,,The Kite Runner,,2007
"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",11 wins & 70 nominations.,126975168.0,S8惊世档案,USA,,,,"Mystery, Sci-Fi, Thriller",tt1650062,,,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",https://m.media-amazon.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_SX300.jpg,7.0,112,,,Super,,2011
"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber",7 wins & 35 nominations.,880474.0,弗兰兹,"France, Germany",,,,"Drama, History, Romance, War",tt5029608,,,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",https://m.media-amazon.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,7.5,113,,,Frantz,,2016
"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",4 wins & 3 nominations.,,麦克法兰,USA,,,,"Biography, Drama, Sport",tt2097298,,,Jim White moves his family after losing his last job as a football coach. He sees that some of the students are worth starting a cross-country team and turns seven students with no hope into one of the best cross-country teams.,https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_SX300.jpg,7.4,129,,,"McFarland, USA",,2015
"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",4 wins & 14 nominations.,200000.0,他们非圣人,USA,,,,"Crime, Drama, Romance",tt2388637,,,The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.,https://m.media-amazon.com/images/M/MV5BMjg2MjI1OTU2M15BMl5BanBnXkFtZTcwODc3MzM5OQ@@._V1_SX300.jpg,6.4,96,,,Ain't Them Bodies Saints,,2013
"Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard",Nominated for 1 Oscar. Another 2 wins & 11 nominations.,59839040.0,特务风云,USA,,,,"Drama, History, Thriller",tt0343737,,,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,https://m.media-amazon.com/images/M/MV5BMTU5MjExMzA1Nl5BMl5BanBnXkFtZTgwMzIxNzQxMTE@._V1_SX300.jpg,6.7,167,,,The Good Shepherd,,2006
"Daniel Giménez Cacho, Ana López Mercado, Diego Luna, Gael García Bernal",Nominated for 1 Oscar. Another 39 wins & 47 nominations.,13622333.0,衰仔失乐园,Mexico,,,,Drama,tt0245574,,,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",https://m.media-amazon.com/images/M/MV5BNDhjMzc3ZTgtY2Y4MC00Y2U3LWFiMDctZGM3MmM4N2YzNDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.6,106,,,Y Tu Mama Tambien,,2001
"Nanni Moretti, Laura Morante, Jasmine Trinca, Giuseppe Sanfelice",16 wins & 26 nominations.,737565.0,儿子的房间,"Italy, France",,,,Drama,tt0208990,,,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.,https://m.media-amazon.com/images/M/MV5BNTMyMGM5ZTItNmNmYy00MWUwLTk1MTAtMzY0ZTUyMGJiNGVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,7.3,99,,,The Son's Room,,2001
"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,120147448.0,奔腾年代,USA,,,,"Drama, History, Sport",tt0329575,,,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,https://m.media-amazon.com/images/M/MV5BMWVmMmE1YzItNGUyZS00MzgwLWFhNzYtYjM4ZTJmZDVjNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,140,,,Seabiscuit,,2003
"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones",2 wins & 7 nominations.,,魔鬼代言人,"USA, Germany",,,,"Drama, Mystery, Thriller",tt0118971,,,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,7.5,144,,,The Devil's Advocate,,1997
"Julia Jentsch, Alexander Held, Fabian Hinrichs, Johanna Gastdorf",Nominated for 1 Oscar. Another 22 wins & 12 nominations.,700000.0,索菲·绍尔.希望与反抗,Germany,,,,"Biography, Crime, Drama, History, Thriller, War",tt0426578,,,"A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",https://m.media-amazon.com/images/M/MV5BMTk3OTk2NTAyMV5BMl5BanBnXkFtZTcwMzAyMDIzMQ@@._V1_SX300.jpg,7.6,120,,,Sophie Scholl,,2005
"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",Nominated for 1 Golden Globe. Another 26 wins & 64 nominations.,1738692.0,我们需要谈谈凯文,"UK, USA",,,,"Drama, Mystery, Thriller",tt1242460,,,"Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",https://m.media-amazon.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_SX300.jpg,7.5,112,,,We Need to Talk About Kevin,,2011
"David Oyelowo, Carmen Ejogo, Jim France, Trinity Simone",Won 1 Oscar. Another 58 wins & 89 nominations.,,塞尔玛游行,"UK, USA, France",,,,"Biography, Drama, History",tt1020072,,,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",https://m.media-amazon.com/images/M/MV5BZGZkNzFkYTgtYTBkZC00M2MzLWJhNzUtMGE4YzRhYmU2Zjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,128,,,Selma,,2014
"Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley",2 wins & 20 nominations.,141614016.0,纳尼亚传奇2-凯斯宾王子,"USA, Poland, Slovenia, Czech Republic, UK",,,,"Action, Adventure, Family, Fantasy",tt0499448,,,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",https://m.media-amazon.com/images/M/MV5BMTIwOTA4NTE4Ml5BMl5BanBnXkFtZTcwOTI2NTg1MQ@@._V1_SX300.jpg,6.5,150,,,The Chronicles of Narnia,,2008
"Tom Hanks, Amy Adams, Julia Roberts, Philip Seymour Hoffman",Nominated for 1 Oscar. Another 5 wins & 22 nominations.,66636384.0,查理·威尔逊的战争,"USA, Germany",,,,"Biography, Comedy, Drama, History",tt0472062,,,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",https://m.media-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_SX300.jpg,7.0,102,,,Charlie Wilson's War,,2007
"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld",Nominated for 1 Oscar. Another 5 wins & 17 nominations.,12078174.0,歌曲改变人生,USA,,,,"Comedy, Drama, Music, Romance",tt1980929,,,"A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.",https://m.media-amazon.com/images/M/MV5BNjAxMTI4MTgzMV5BMl5BanBnXkFtZTgwOTAwODEwMjE@._V1_SX300.jpg,7.4,104,,,Begin Again,,2013
"Marilyn Monroe, Tony Curtis, Jack Lemmon, George Raft",Won 1 Oscar. Another 14 wins & 15 nominations.,,热情似火,USA,,,,"Comedy, Music, Romance",tt0053291,,,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,8.2,121,,,Some Like It Hot,,1959
"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay",Won 1 Oscar. Another 94 wins & 274 nominations.,,一个明星的诞生,USA,,,,"Drama, Music, Romance",tt1517451,,,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.7,136,,,A Star Is Born,,2018
"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barrón",14 wins & 18 nominations.,2436392.0,无名,"Mexico, USA",,,,"Adventure, Crime, Drama, Thriller",tt1127715,,,A Honduran young girl and a Mexican gangster are united in a journey across the American border.,https://m.media-amazon.com/images/M/MV5BMTkxMTQ0NjgwNV5BMl5BanBnXkFtZTcwNzM5MjIzMg@@._V1_SX300.jpg,7.6,96,,,Sin Nombre,,2009
"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,133375848.0,天使与魔鬼,"USA, Italy",,,,"Action, Mystery, Thriller",tt0808151,,,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,6.7,138,,,Angels & Demons,,2009
"Émilie Dequenne, Fabrizio Rongione, Anne Yernaux, Olivier Gourmet",9 wins & 7 nominations.,,美丽罗塞塔,"France, Belgium",,,,Drama,tt0200071,,,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",https://m.media-amazon.com/images/M/MV5BOTY5ZDkyOGYtNzI0Ny00NTk4LThkN2ItOTA4NzQwNTIxNzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.5,95,,,Rosetta,,1999
"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph",3 wins & 1 nomination.,,决战斯大林格勒,Germany,,,,"Drama, War",tt0108211,,,"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.",https://m.media-amazon.com/images/M/MV5BZWQzNjA3OTEtYjhkMS00ZWIzLTkxMjItYWE3ZDM1Nzg3ZDdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.5,134,,,Stalingrad,,1993
"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield",Nominated for 4 Oscars. Another 6 wins & 31 nominations.,,幕后谎言,USA,,,,"Biography, Drama, History",tt0110932,,,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.5,133,,,Quiz Show,,1994
"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",8 wins & 18 nominations.,114297072.0,冲锋陷阵,USA,,,,"Biography, Drama, Sport",tt0210945,,,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.8,113,,,Remember The Titans,,2000
"Manos Katrakis, Mairi Hronopoulou, Dionysis Papagiannopoulos, Dora Volanaki",2 wins & 1 nomination.,,塞瑟岛之旅,"Greece, West Germany, Italy, UK",,,,Drama,tt0088241,,,"An old communist returns to Greece after 32 years in the Soviet Union. However, things aren't the way he had hoped for.",https://m.media-amazon.com/images/M/MV5BNDhhNmFkMGEtMWRmZi00MDcwLWFkYzctNDI1MGEzZjgzM2NmXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_SX300.jpg,7.7,120,,,Voyage To Cythera,,1984
"James Cagney, Pat O'Brien, Humphrey Bogart, Ann Sheridan",Nominated for 3 Oscars. Another 2 wins.,,狂徒泪,USA,,,,"Crime, Drama, Film-Noir, Thriller",tt0029870,,,A priest tries to stop a gangster from corrupting a group of street kids.,https://m.media-amazon.com/images/M/MV5BY2JhZmJmOTQtMjg5Ni00N2M4LTlkNDAtOTc0ZGQ2MTJhNDM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.9,97,,,Angels With Dirty Faces,,1938
